,Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
11569,11569,3.0,0.4464,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['bin', 'plane', 'business', 'economy', 'bag', 'leave', 'bin', 'seat', 'side', 'plane', 'news', 'bin', 'crew', 'rest', 'seat', 'safety', 'equipment', 'row', 'store', 'carry', 'bag', 'row', 'transition', 'business', 'economy', 'business', 'class', 'seat', 'seat', 'pillow', 'blanket', 'crew', 'row', 'economy', 'seat', 'bin', 'airline', 'bag', 'seat', 'purse', 'laptop', 'bag']"
11570,11570,4.0,0.3758,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'ton', 'leg', 'room', 'flight', 'crew', 'carry', 'floor', 'foot', 'window', 'trade', 'leg', 'room', 'seat', 'seat', 'front', 'tv', 'choice', 'seat']"
11571,11571,4.0,0.4038,"row, leg, room, window, plane, space, exit, side, front, door","['plane', 'configuration', 'class', 'version', 'door', 'economy', 'class', 'aisle', 'aisle', 'seat', 'bag', 'bag', 'bag', 'beverage', 'space', 'person', 'plane', 'space', 'bin', 'flight', 'attendant', 'majority', 'space', 'experience']"
11572,11572,4.0,0.4143,"row, leg, room, window, plane, space, exit, side, front, door","['bulkhead', 'seat', 'row', 'row', 'sleeping', 'row', 'pie', 'point', 'condition', 'foot']"
11573,11573,3.0,0.3916,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'crew', 'seat', 'curtain', 'business', 'economy', 'class', 'offset', 'position', 'seat', 'place', 'row', 'economy', 'privacy']"
11574,11574,3.0,0.3797,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['day', 'economy', 'pro', 'leg', 'room', 'board', 'storage', 'height', 'con', 'tray', 'arm', 'plane', 'wall', 'lot', 'sleep', 'deal', 'breaker', 'seat']"
11575,11575,4.0,0.2927,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'class', 'access', 'aisle', 'seat', 'traveller', 'seat', 'power', 'point']"
11576,11576,3.0,0.3645,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['space', 'seat', 'size', 'seat', 'bed', 'mind', 'seat', 'aircraft', 'configuration', 'seat', 'difference', 'position', 'footwell']"
11577,11577,4.0,0.4577,"row, leg, room, window, plane, space, exit, side, front, door","['row', 'amount', 'leg', 'room', 'leg', 'room', 'passenger', 'space', 'crossover', 'aisle', 'regard', 'space', 'leg', 'space', 'passenger', 'people', 'tv', 'armrest', 'seat', 'personal_item', 'floor', 'space', 'row']"
11578,11578,3.0,0.4145,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['economy', 'class', 'upgrade', 'class', 'seat', 'legroom', 'seat', 'pocket', 'storage', 'video', 'screen', 'touch', 'screen', 'vod', 'seat', 'power', 'lavatory', 'biz', 'class', 'head', 'vod', 'seat', 'thing', 'seat', 'pocket', 'crew', 'rest', 'class', 'friend', 'class', 'aircraft', 'seat', 'pod', 'class', 'class', 'aircraft']"
11579,11579,3.0,0.3544,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'storage', 'emergency', 'equipment', 'overhead_bin', 'seat']"
11580,11580,3.0,0.3693,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'plane', 'recline', 'seat', 'foot', 'traffic', 'people', 'toilet']"
11581,11581,3.0,0.3827,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['row', 'premium', 'premium', 'experience', 'thing', 'seat', 'bulkhead', 'recline', 'row', 'premium', 'issue', 'seat', 'premium', 'seat', 'economy', 'aisle', 'aisle', 'result', 'flight', 'attendant', 'seat', 'cart', 'time', 'go', 'fas', 'redeye']"
11582,11582,3.0,0.4282,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['premium', 'section', 'economy', 'seat', 'economy', 'class', 'board', 'pitch', 'good', 'width', 'tray_table', 'headphone', 'plug', 'armrest', 'arm', 'plug', 'way', 'flight', 'attendant', 'difficulty', 'plug', 'land', 'muscle', 'strain', 'money', 'economy']"
11583,11583,3.0,0.3693,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['snack', 'tv', 'screen', 'area', 'seat', 'people', 'basket', 'privacy']"
11584,11584,3.0,0.4393,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['window', 'leg', 'bulkhead', 'seat', 'leg', 'room', 'premium', 'seat', 'seat', 'blanket', 'butt', 'entertainment', 'unit', 'seat', 'malfunctioning', 'end', 'movie', 'seat']"
11585,11585,4.0,0.3401,"row, leg, room, window, plane, space, exit, side, front, door","['writing', 'premium', 'purchase', 'seat', 'table', 'body', 'amount', 'width', 'recline', 'place', 'long_haul', 'flight', 'photo']"
11586,11586,3.0,0.3247,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'way', 'hour', 'seat', 'leg', 'room', 'blow', 'foot', 'time', 'area', 'hand', 'time', 'stuff', 'takeoff', 'landing', 'minute', 'stuff', 'flight', 'foot', 'exit', 'door', 'sock', 'arm_rest', 'person', 'worry']"
11587,11587,3.0,0.4001,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['hour', 'seat', 'punishment', 'torquemada', 'pillow', 'blanket', 'acrobat', 'headphone', 'mirror', 'footwell', 'foot', 'economy', 'time', 'seat', 'width', 'pitch', 'foot', 'seat', 'front']"
11588,11588,4.0,0.344,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'space', 'spilt', 'food']"
11589,11589,4.0,0.4121,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'lot', 'seat', 'width', 'economy', 'cabin', 'note', 'plane', 'day', 'window', 'window', 'panel', 'vitrine', 'row', 'comfort', 'level', 'visibility', 'window']"
11590,11590,4.0,0.5738,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'exit', 'door', 'space', 'window', 'window', 'door', 'slide', 'raft', 'door', 'seat']"
11591,11591,3.0,0.2667,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'couple', 'seat', 'guess', 'person', 'irregardless', 'seat', 'class', 'service', 'flight']"
11592,11592,3.0,0.5178,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['plane', 'class', 'advantage', 'economy', 'economy', 'economy', 'far_superior', 'configuration', 'cabin', 'crew', 'crew', 'rest', 'area']"
11593,11593,4.0,0.2875,"row, leg, room, window, plane, space, exit, side, front, door","['bird', 'seating', 'aircraft', 'business', 'class', 'seat', 'configuration', 'one', 'seat', 'seat', 'variation', 'footwell', 'middle', 'row', 'seat', 'window', 'seat', 'business', 'cabin', 'seat']"
11594,11594,4.0,0.3089,"row, leg, room, window, plane, space, exit, side, front, door","['row', 'loudspeaker', 'aisle', 'announcement', 'seat', 'speaker', 'blast', 'ratio', 'restroom', 'seat', 'business', 'tourist', 'need', 'bf', 'class']"
11595,11595,3.0,0.3513,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['lie_flat', 'galley', 'flight', 'attendant', 'part', 'flight', 'crew', 'seat']"
11596,11596,3.0,0.3244,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['long_haul', 'business', 'class', 'aisle', 'side', 'access', 'egress', 'business', 'class', 'pax', 'storage', 'bin', 'passenger', 'foot', 'seat']"
11597,11597,4.0,0.4654,"row, leg, room, window, plane, space, exit, side, front, door","['inseam', 'inch', 'space', 'metal', 'guard', 'seat', 'front', 'leg', 'room', 'aisle', 'seat', 'problem', 'side', 'plane', 'problem', 'room', 'foot']"
11598,11598,4.0,0.3546,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'flight', 'location', 'light', 'noise', 'restroom', 'daytime', 'exit', 'row', 'view', 'window', 'seat', 'ideal']"
11599,11599,4.0,0.3423,"row, leg, room, window, plane, space, exit, side, front, door","['class', 'seat', 'configuration', 'window', 'seat', 'aisle', 'seat', 'row', 'thefuselage']"
11600,11600,4.0,0.3268,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'proximity', 'emergency', 'exit', 'difficulty', 'flight', 'movie', 'amount', 'leg', 'room', 'passenger', 'lavatory', 'space']"
11601,11601,4.0,0.3022,"row, leg, room, window, plane, space, exit, side, front, door","['position', 'row', 'coach', 'bassinet', 'position', 'footwell', 'seat', 'seat', 'row', 'counter', 'screen', 'storage', 'flight', 'person', 'lie_flat', 'seating', 'window', 'seat', 'aisle', 'seat', 'front', 'overlap', 'head', 'seat', 'foot', 'aisle', 'seat', 'body', 'config', 'spot', 'step', 'seat', 'overlap', 'seat']"
11602,11602,3.0,0.4341,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['rope', 'lavatory', 'economy', 'section', 'class', 'tip', 'fact', 'economy', 'seat', 'way', 'plane', 'lavs', 'front']"
11603,11603,1.0,0.3038,"class, business, service, airline, food, seating, bed, experience, year, trip","['disservice', 'business', 'class', 'customer', 'modificatio', 'fleet', 'couple', 'row', 'seat', 'seat', 'change', 'window', 'seat', 'prison', 'exit', 'seat', 'aisle', 'seat', 'flight', 'prison', 'seat', 'burden', 'aisle', 'seat', 'demand', 'pity', 'hour', 'window', 'seat', 'toilet']"
11604,11604,1.0,0.403,"class, business, service, airline, food, seating, bed, experience, year, trip","['center', 'seat', 'row', 'class', 'seat', 'cabin', 'comment', 'seat', 'guru', 'comment', 'year', 'business', 'class', 'fly', 'seat', 'lot', 'storage', 'room', 'seat', 'sleep', 'lbs', 'flight', 'attendant', 'bed', 'flight', 'connection', 'lounge', 'lounge', 'lounge', 'food', 'concourse', 'lounge', 'business', 'class', 'passenger', 'class', 'lounge', 'shower', 'spa', 'door', 'shower', 'hallway', 'clothe', 'area', 'lie', 'rest', 'food', 'restaurant', 'order', 'meal', 'offering', 'experience']"
11605,11605,1.0,0.3377,"class, business, service, airline, food, seating, bed, experience, year, trip","['difference', 'class', 'suite', 'business', 'flight', 'flight', 'crew', 'cabin', 'food', 'seat', 'course', 'time', 'class', 'lie_flat', 'seat', 'fee', 'fit', 'space']"
11606,11606,1.0,0.3038,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'seating', 'seat', 'storage', 'personal_item', 'trip', 'lap', 'hour', 'trip', 'front', 'seating', 'seat', 'padding', 'request', 'journey', 'center', 'seat', 'privacy']"
11607,11607,3.0,0.4001,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['row', 'economy', 'pair', 'seat', 'couple', 'map', 'recline', 'reline', 'excellent', 'economy', 'seat']"
11608,11608,4.0,0.3619,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'front', 'benefit', 'bulkhead', 'leg', 'seat']"
11609,11609,3.0,0.371,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['minute', 'flight', 'seat', 'economy', 'seat', 'frill', 'window', 'seat', 'rest', 'head', 'foot', 'seat', 'fact', 'center', 'seat', 'flight', 'flight', 'use', 'armrest', 'flight']"
11610,11610,3.0,0.3152,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['flight', 'seat', 'reason', 'vibration', 'flight']"
11611,11611,1.0,0.3382,"class, business, service, airline, food, seating, bed, experience, year, trip","['seat', 'joke', 'business', 'class', 'seat', 'row', 'economy', 'business', 'class', 'privacy', 'seat', 'row', 'economy', 'airline', 'route', 'need']"
11612,11612,4.0,0.3393,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'flight', 'seat', 'crew', 'rest', 'seat', 'space', 'seat', 'foot', 'rest', 'usb', 'plug', 'storage', 'compartment', 'bit', 'seat', 'class', 'seat', 'plane', 'day']"
11613,11613,4.0,0.3546,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'people', 'ton', 'leg', 'room', 'hour', 'flight', 'emergency', 'row', 'plane', 'card']"
11614,11614,3.0,0.2909,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'layout', 'center', 'row', 'plane', 'time', 'tv', 'guy', 'room', 'store', 'purse', 'laptop', 'shoe', 'herring', 'bone', 'configuration', 'seat', 'partner', 'climb', 'use', 'restroom', 'snack', 'bar', 'joke', 'breakfast', 'dinner', 'roll']"
11615,11615,1.0,0.3066,"class, business, service, airline, food, seating, bed, experience, year, trip","['seat', 'business', 'class', 'configuration', 'business', 'class', 'seat', 'row', 'foot', 'fuselage', 'business', 'climb', 'neighbor', 'seat', 'privacy', 'business', 'class', 'seat', 'stare', 'passenger', 'time', 'design', 'business', 'privacy']"
11616,11616,3.0,0.409,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'color', 'website', 'seat', 'other', 'business', 'class', 'proximity', 'galley', 'color', 'seat', 'galley', 'part', 'flight']"
11617,11617,3.0,0.3916,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'seat', 'passenger', 'flight', 'privacy', 'curtain', 'business', 'premium', 'economy', 'curtain', 'seat']"
11618,11618,3.0,0.2618,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'class', 'seat', 'plane', 'reason', 'configuration', 'business', 'configuration', 'people', 'staff', 'amount', 'noise', 'flight', 'way', 'price']"
11619,11619,4.0,0.2882,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'buisness', 'class', 'privacy', 'seat', 'side', 'seat', 'mate', 'food']"
11620,11620,4.0,0.3258,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'pad', 'sleeping', 'seat', 'request', 'person', 'climb', 'aisle', 'business', 'class', 'seat', 'need']"
11621,11621,3.0,0.4115,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['row', 'yellow', 'note', 'abjk', 'bathroom', 'galley', 'cdgh']"
11622,11622,3.0,0.4657,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['recline', 'seat', 'row', 'storage', 'proximity', 'lavatory', 'issue', 'meal', 'line', 'inconvenience', 'design', 'aircraft', 'seat', 'location', 'lavatory', 'number', 'people', 'economy', 'cabin']"
11623,11623,3.0,0.3216,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['row', 'aisle', 'narrow', 'time', 'flight', 'flight', 'attendant', 'passenger', 'center', 'seat', 'arm', 'armrest', 'male', 'size']"
11624,11624,4.0,0.3047,"row, leg, room, window, plane, space, exit, side, front, door","['configuration', 'seat', 'face', 'half', 'economy']"
11625,11625,1.0,0.3552,"class, business, service, airline, food, seating, bed, experience, year, trip","['centre', 'row', 'business', 'class', 'seat', 'bed', 'configuration', 'customer', 'experience', 'seating', 'layout', 'space', 'business', 'class', 'seat', 'space', 'storage', 'personal_item', 'landing', 'magazine', 'floor', 'upgrade', 'fleet', 'service', 'crew']"
11626,11626,4.0,0.3899,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'front', 'leg', 'room', 'bulkhead', 'seat', 'divider', 'leg', 'picture', 'divider', 'people', 'exit', 'row', 'upgrade', 'business']"
11627,11627,3.0,0.3416,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['yesterday', 'class', 'joke', 'food', 'service', 'issue', 'seat', 'cushion', 'rest', 'cushion', 'frame', 'need', 'foot', 'rest', 'move', 'seat', 'apology', 'compensation', 'staff', 'headrest', 'people', 'pillow', 'business', 'storage', 'seat', 'video', 'screen', 'feature', 'seat', 'width', 'money', 'delta', 'business', 'class', 'splurge', 'fly', 'class', 'airline']"
11628,11628,4.0,0.376,"row, leg, room, window, plane, space, exit, side, front, door","['seat', 'aisle', 'row', 'fuselage', 'start', 'side', 'problem']"
11629,11629,1.0,0.3717,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'seat', 'row', 'heart', 'moment', 'board', 'check', 'ticket', 'disbelief', 'climb', 'foot', 'service', 'snack', 'hour', 'flight', 'business', 'class', 'nut', 'service']"
11630,11630,4.0,0.3522,"row, leg, room, window, plane, space, exit, side, front, door","['misfortune', 'plane', 'seat', 'business', 'class', 'cabin', 'seat', 'trip', 'hurdle', 'space', 'store', 'phone', 'let_alone', 'bag', 'laptop', 'brutal', 'whomever', 'biz', 'class', 'idea']"
11631,11631,2.0,0.2801,"flight, time, hour, sleep, configuration, attendant, emergency, meal, privacy, air","['ball', 'interest', 'buck', 'long_haul', 'business', 'class', 'seat', 'realm', 'premium', 'economy', 'carrier', 'virgin', 'quanta', 'flight', 'sleep', 'seat', 'shoulder', 'privacy', 'neighbor', 'dinner', 'people', 'window', 'seat', 'stranger', 'night', 'toilet', 'business', 'class', 'water', 'booking']"
11632,11632,3.0,0.3228,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['business', 'time', 'seat', 'flight', 'seat', 'husband', 'shoulder', 'side', 'guy', 'seat', 'leap', 'leg', 'husband', 'stranger', 'food', 'fas', 'issue', 'way', 'seat', 'section']"
11633,11633,1.0,0.4901,"class, business, service, airline, food, seating, bed, experience, year, trip","['class', 'seat', 'business', 'class', 'seat', 'fly', 'configuration', 'airline', 'business', 'class', 'greyhound', 'bus', 'seat', 'atmosphere', 'effort', 'airline', 'cover', 'route', 'service', 'seating']"
11634,11634,1.0,0.3223,"class, business, service, airline, food, seating, bed, experience, year, trip","['business', 'class', 'seat', 'business', 'class', 'seat', 'design', 'seat']"
11635,11635,4.0,0.2882,"row, leg, room, window, plane, space, exit, side, front, door","['type', 'plane', 'seat', 'cabin', 'seat', 'seat', 'lie_flat', 'seat', 'future']"
11636,11636,1.0,0.2772,"class, business, service, airline, food, seating, bed, experience, year, trip","['wife', 'commenter', 'product', 'seat', 'configuration', 'herringbone', 'seat', 'layout', 'food', 'drink', 'service', 'top_notch', 'complaint', 'seat', 'layout', 'eye', 'contact', 'neighbor', 'economy', 'seat', 'storage', 'case', 'lie_flat', 'seat']"
11637,11637,3.0,0.3556,"economy, foot, storage, passenger, bulkhead, aircraft, cabin, premium, armrest, recline","['seat', 'view', 'galley', 'light', 'galley', 'semblance', 'sleep', 'galley', 'noise', 'configuration', 'business', 'cabin', 'barrier', 'people', 'face', 'people', 'configuration', 'avoid', 'equipment', 'flight']"
